indiv,Field No.,Band No.,Screen,Sample_type,State,Loc,Lat,Long,Stage,Assignment,Collection.Location,Year,Month,Day,Collector.y,final-map-label,fluidigm_genotyped,rad_genotyped,sub_state,fract_missing_loci
2720-46106,,2720-46106,fluidigm,Feather,AL,Fort Morgan,30.25079,-87.9052,Migrant,EST,mixture,2014,SEP,10,Frank Moore,,,,,
2720-46149,,2720-46149,fluidigm,Feather,AL,Fort Morgan,30.25079,-87.9052,Migrant,EST,mixture,2014,SEP,18,Frank Moore,,,,,
2720-46150,,2720-46150,fluidigm,Feather,AL,Fort Morgan,30.25079,-87.9052,Migrant,EST,mixture,2014,SEP,18,Frank Moore,,,,,
2720-46181,,2720-46181,fluidigm,Feather,AL,Fort Morgan,30.25079,-87.9052,Migrant,EST,mixture,2014,SEP,22,Frank Moore,,,,,
2720-46219,,2720-46219,fluidigm,Feather,AL,Fort Morgan,30.25079,-87.9052,Migrant,EST,mixture,2014,SEP,24,Frank Moore,,,,,
2720-46230,,2720-46230,fluidigm,Feather,AL,Fort Morgan,30.25079,-87.9052,Migrant,EST,mixture,2014,SEP,29,Frank Moore,,,,,
2720-47993,,2720-47993,fluidigm,Feather,AL,Fort Morgan,30.25079,-87.9052,Migrant,EST,mixture,2014,SEP,8,Frank Moore,,,,,
07N2607,07N2607,351099772,fluidigm,Feather,IL,"Lily Pool, Lincoln Park, Chicago",41.92496,-87.6338,Migrant,EST,mixture,2007,MAY,15,NA,,,,,
09N0127,09N0127,243077500,fluidigm,Feather,IL,"Lily Pool, Lincoln Park, Chicago",41.92496,-87.6338,Migrant,EST,mixture,2009,MAY,28,NA,,,,,
09N0129,09N0129,243077502,fluidigm,Feather,IL,"Lily Pool, Lincoln Park, Chicago",41.92496,-87.6338,Migrant,EST,mixture,2009,MAY,28,NA,,,,,
16N0244,16N0244,275099226,fluidigm,Feather,MI,Augusta,42.29692,-85.3033,Migrant,EST,mixture,2016,JUN,6,NA,,,,,
08N11120,08N11120,245070885,fluidigm,Feather,MO,Devils Elbow,37.7425,-92.0428,Migrant,EST,mixture,2008,MAY,24,Elly Knight,,,,,
09N0867,09N0867,213021242,fluidigm,Feather,NH,Center Harbor,43.69167,-71.475,Migrant,EST,mixture,2009,SEP,8,John Merrill,,,,,
16N1176,16N1176,2770-46707,fluidigm,Feather,NM,White Rock,35.8361,-106.2558,Migrant,EST,mixture,2016,AUG,25,Chuck Hathcock,,,,,
08N30865,08N30865,249009557,fluidigm,Feather,NM,Albuquerque,35.0125,-106.46,Migrant,EST,mixture,2008,AUG,30,Steve Cox,,,,,
10N10949,10N10949,261022228,fluidigm,Feather,RI,KINGSTON,41.47776,-71.5108,Migrant,EST,mixture,2010,SEP,20,James Junda,,,,,
10N10950,10N10950,260059797,fluidigm,Feather,RI,KINGSTON,41.47776,-71.5108,Migrant,EST,mixture,2010,SEP,6,James Junda,,,,,
07N23321,07N23321,232082113,fluidigm,Feather,TX,Killeen,31.15389,-97.6658,Migrant,EST,mixture,2007,MAY,31,Charles Pekins,,,,,
07N23503,07N23503,232009240,fluidigm,Feather,TX,Zephyr,31.61833,-98.8942,Migrant,EST,mixture,2007,MAY,23,Jared Laing,,,,,
12N1922,12N1922,263022248,fluidigm,Feather,TX,Fairview,33.15167,-96.6,Migrant,EST,mixture,2012,AUG,29,Judy Woods,,,,,
13N0828,13N0828,253067734,fluidigm,Feather,TX,Fairview,33.15167,-96.6,Migrant,EST,mixture,2013,SEP,11,Judy Woods,,,,,
09N11512,09N11512,248038823,fluidigm,Feather,TX,Fairview,33.15167,-96.6,Migrant,EST,mixture,2009,SEP,9,Sandra Polcyn,,,,,
03N5135,03N5135,232069205,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,INW,mixture,2003,SEP,12,MATTHEW VOISINE,,,,,
15N2055,15N2055,263021730,fluidigm,Feather,CA,El Portal,37.79472,-119.864,Migrant,INW,mixture,2015,AUG,1,Lauren Helton,,,,,
06N1834,06N1834,244087329,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,INW,mixture,2006,AUG,23,ROBERT I. FREY,,,,,
07N2617,07N2617,351099775,fluidigm,Feather,IL,"Lily Pool, Lincoln Park, Chicago",41.92496,-87.6338,Migrant,INW,mixture,2007,MAY,24,NA,,,,,
08N11134,08N11134,245070889,fluidigm,Feather,MO,Big Piney,37.705,-92.1167,Migrant,INW,mixture,2008,MAY,24,Elly Knight,,,,,
06N25048,06N25048,0021-14225,fluidigm,Feather,MT,Stevensville,46.5811,-114.06,Migrant,INW,mixture,2006,AUG,3,Deborah Goslin,,,,,
06N30149,06N30149,225046959,fluidigm,Feather,MT,Stevensville,46.58111,-114.063,Migrant,INW,mixture,2006,AUG,10,Deborah Goslin,,,,,
06N25040,06N25040,222089692,fluidigm,Feather,MT,Stevensville,46.58111,-114.063,Migrant,INW,mixture,2006,JUL,27,Deborah Goslin,,,,,
09N0489,09N0489,252091897,fluidigm,Feather,NM,Albuquerque,35.0125,-106.46,Migrant,INW,mixture,2009,AUG,16,NA,,,,,
09N0490,09N0490,252091900,fluidigm,Feather,NM,Albuquerque,35.0125,-106.46,Migrant,INW,mixture,2009,AUG,16,NA,,,,,
08N30878,08N30878,249009570,fluidigm,Feather,NM,Albuquerque,35.0125,-106.46,Migrant,INW,mixture,2008,SEP,6,Steve Cox,,,,,
07N1344,07N1344,246024260,fluidigm,Feather,OR,Klamath,42.49694,-122.08,Migrant,INW,mixture,2007,JUL,30,Robert Frey,,,,,
06N2277,06N2277,244087871,fluidigm,Feather,OR,Klammath Falls,42.42917,-122.058,Migrant,INW,mixture,2006,AUG,24,ROBERT I. FREY,,,,,
07N24439,07N24439,238062349,fluidigm,Feather,OR,Elgin,45.81694,-117.865,Migrant,INW,mixture,2007,AUG,4,Victor Sepulveda,,,,,
07N24441,07N24441,238062354,fluidigm,Feather,OR,Elgin,45.81694,-117.865,Migrant,INW,mixture,2007,AUG,4,Victor Sepulveda,,,,,
09N11500,09N11500,254042879,fluidigm,Feather,TX,Fairview,33.15167,-96.6,Migrant,INW,mixture,2009,SEP,9,Sandra Polcyn,,,,,
09N11507,09N11507,254042884,fluidigm,Feather,TX,Fairview,33.15167,-96.6,Migrant,INW,mixture,2009,SEP,9,Sandra Polcyn,,,,,
09N11516,09N11516,248038826,fluidigm,Feather,TX,Fairview,33.15167,-96.6,Migrant,INW,mixture,2009,SEP,9,Sandra Polcyn,,,,,
06N34176,06N34176,226016552,fluidigm,Feather,WY,Kelly,43.67222,-110.598,Migrant,INW,mixture,2006,AUG,2,Doug Wachob,,,,,
06N8451,06N8451,235095963,fluidigm,Feather,WY,Kelly,43.67222,-110.598,Migrant,INW,mixture,2006,AUG,2,Doug Wachob,,,,,
03N5116,03N5116,225033835,fluidigm,Feather,0,0,34.04861,-118.812,Migrant,PNW,mixture,2003,AUG,30,Walter Sakai,,,,,
04N7335,04N7335,235021427,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2004,JUN,8,BARBARA RAULSTON - USBR,,,,,
04N7336,04N7336,235021428,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2004,JUN,8,BARBARA RAULSTON - USBR,,,,,
04N7337,04N7337,235021429,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2004,JUN,8,BARBARA RAULSTON - USBR,,,,,
04N7338,04N7338,235021430,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2004,JUN,8,BARBARA RAULSTON - USBR,,,,,
04N7339,04N7339,235021431,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2004,JUN,8,BARBARA RAULSTON - USBR,,,,,
04N7341,04N7341,235021434,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2004,JUN,8,BARBARA RAULSTON - USBR,,,,,
04N7334,04N7334,235021410,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2004,MAY,25,BARBARA RAULSTON - USBR,,,,,
06N36774,06N36774,243064076,fluidigm,Feather,AZ,Mohave,34.73306,-114.488,Migrant,PNW,mixture,2006,OCT,5,Chris Dodge,,,,,
05N6706,05N6706,143098667,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2005,AUG,3,MATHEW VOISINE,,,,,
05N6707,05N6707,143098632,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2005,JUN,15,MATHEW VOISINE,,,,,
05N6708,05N6708,143098629,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2005,JUN,1,MATHEW VOISINE,,,,,
05N6916,05N6916,143098685,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2005,SEP,1,MATHEW VOISINE,,,,,
03N5139,03N5139,232069169,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2003,AUG,28,MATTHEW VOISINE,,,,,
03N5140,03N5140,232069171,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2003,AUG,28,MATTHEW VOISINE,,,,,
03N5141,03N5141,232069167,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2003,AUG,28,MATTHEW VOISINE,,,,,
03N5142,03N5142,232069143,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2003,JUN,12,MATTHEW VOISINE,,,,,
03N5143,03N5143,232069132,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2003,JUN,3,MATTHEW VOISINE,,,,,
03N5133,03N5133,232069192,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2003,SEP,9,MATTHEW VOISINE,,,,,
03N5134,03N5134,232069197,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2003,SEP,10,MATTHEW VOISINE,,,,,
03N5136,03N5136,232069207,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2003,SEP,12,MATTHEW VOISINE,,,,,
04N9405,04N9405,235021511,fluidigm,Feather,AZ,Yuma,34.17,-114.283,Migrant,PNW,mixture,2004,SEP,14,MATTHEW VOISINE AND BARBARA RAULSTON,,,,,
04N9406,04N9406,235021526,fluidigm,Feather,AZ,Yuma,34.17,-114.283,Migrant,PNW,mixture,2004,SEP,16,MATTHEW VOISINE AND BARBARA RAULSTON,,,,,
07N13289,07N13289,173081429,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2007,AUG,20,NA,,,,,
07N13580,07N13580,244087392,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2007,AUG,11,NA,,,,,
07N13585,07N13585,217070782,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2007,SEP,22,NA,,,,,
07N14851,07N14851,251020601,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2008,SEP,13,NA,,,,,
07N13584,07N13584,2127070730,fluidigm,Feather,AZ,Cibola,33.3658,-114.68,Migrant,PNW,mixture,2007,SEP,22,NA,,,,,
07N13577,07N13577,244087388,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2007,AUG,4,Robert Frey,,,,,
07N13578,07N13578,244087387,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2007,AUG,4,Robert Frey,,,,,
07N13579,07N13579,244087386,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2007,AUG,4,Robert Frey,,,,,
07N14852,07N14852,251020211,fluidigm,Feather,AZ,Cibola,33.36583,-114.679,Migrant,PNW,mixture,2008,SEP,15,Robert Frey,,,,,
09N21641,09N21641,251052989,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2009,AUG,21,0,,,,,
09N21648,09N21648,251052992,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2009,AUG,21,0,,,,,
09N21649,09N21649,251052973,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2009,AUG,21,0,,,,,
06N5409,06N5409,234003651,fluidigm,Feather,CA,Denny,40.95667,-123.485,Migrant,PNW,mixture,2006,AUG,17,C. John Ralph,,,,,
2440-58691,,2440-58691,fluidigm,Feather,CA,Cibola,33.5,-114.983,Migrant,PNW,mixture,2008,MAY,8,Frank Moore,,,,,
2440-58733,,2440-58733,fluidigm,Feather,CA,Cibola,33.5,-114.983,Migrant,PNW,mixture,2008,MAY,13,Frank Moore,,,,,
2440-58735,,2440-58735,fluidigm,Feather,CA,Cibola,33.5,-114.983,Migrant,PNW,mixture,2008,MAY,13,Frank Moore,,,,,
2440-58740,,2440-58740,fluidigm,Feather,CA,Cibola,33.5,-114.983,Migrant,PNW,mixture,2008,MAY,15,Frank Moore,,,,,
2440-58748,,2440-58748,fluidigm,Feather,CA,Cibola,33.5,-114.983,Migrant,PNW,mixture,2008,MAY,19,Frank Moore,,,,,
2540-24110,,2540-24110,fluidigm,Feather,CA,Cibola,33.5,-114.983,Migrant,PNW,mixture,2009,MAY,9,Frank Moore,,,,,
2540-24111,,2540-24111,fluidigm,Feather,CA,Cibola,33.5,-114.983,Migrant,PNW,mixture,2009,MAY,9,Frank Moore,,,,,
2540-24120,,2540-24120,fluidigm,Feather,CA,Cibola,33.5,-114.983,Migrant,PNW,mixture,2009,MAY,13,Frank Moore,,,,,
2540-24125,,2540-24125,fluidigm,Feather,CA,Cibola,33.5,-114.983,Migrant,PNW,mixture,2009,MAY,14,Frank Moore,,,,,
2540-24131,,2540-24131,fluidigm,Feather,CA,Cibola,33.5,-114.983,Migrant,PNW,mixture,2009,MAY,14,Frank Moore,,,,,
07N35304,07N35304,173081451,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2007,SEP,13,John Alexander/Bob Frey,,,,,
07N33923,07N33923,246022101,fluidigm,Feather,CA,Junction City,40.6575,-122.96,Migrant,PNW,mixture,2007,AUG,23,John C. Ralph,,,,,
06N5431,06N5431,234003670,fluidigm,Feather,CA,Junction City,40.74528,-123.066,Migrant,PNW,mixture,2006,AUG,22,John C. Ralph,,,,,
06N5432,06N5432,234003669,fluidigm,Feather,CA,Junction City,40.74528,-123.066,Migrant,PNW,mixture,2006,AUG,22,John C. Ralph,,,,,
06N5433,06N5433,234003665,fluidigm,Feather,CA,Junction City,40.74528,-123.066,Migrant,PNW,mixture,2006,AUG,22,John C. Ralph,,,,,
06N5672,06N5672,234003671,fluidigm,Feather,CA,Lewiston,40.72083,-122.804,Migrant,PNW,mixture,2006,AUG,23,John C. Ralph,,,,,
06N5676,06N5676,234003674,fluidigm,Feather,CA,Lewiston,40.72083,-122.804,Migrant,PNW,mixture,2006,AUG,23,John C. Ralph,,,,,
06N5677,06N5677,234003675,fluidigm,Feather,CA,Lewiston,40.72083,-122.804,Migrant,PNW,mixture,2006,AUG,23,John C. Ralph,,,,,
06N5686,06N5686,234003676,fluidigm,Feather,CA,Lewiston,40.72083,-122.804,Migrant,PNW,mixture,2006,AUG,23,John C. Ralph,,,,,
06N5692,06N5692,234003678,fluidigm,Feather,CA,Lewiston,40.72083,-122.804,Migrant,PNW,mixture,2006,AUG,23,John C. Ralph,,,,,
06N5695,06N5695,234003681,fluidigm,Feather,CA,Lewiston,40.72083,-122.804,Migrant,PNW,mixture,2006,AUG,23,John C. Ralph,,,,,
06N5697,06N5697,234003682,fluidigm,Feather,CA,Lewiston,40.72083,-122.804,Migrant,PNW,mixture,2006,AUG,23,John C. Ralph,,,,,
06N5525,06N5525,243007030,fluidigm,Feather,CA,Junction City,40.69333,-122.856,Migrant,PNW,mixture,2006,OCT,7,John C. Ralph,,,,,
06N5526,06N5526,243007031,fluidigm,Feather,CA,Junction City,40.69333,-122.856,Migrant,PNW,mixture,2006,OCT,7,John C. Ralph,,,,,
06N5527,06N5527,243007029,fluidigm,Feather,CA,Junction City,40.69333,-122.856,Migrant,PNW,mixture,2006,OCT,7,John C. Ralph,,,,,
06N5528,06N5528,243007028,fluidigm,Feather,CA,Junction City,40.69333,-122.856,Migrant,PNW,mixture,2006,OCT,7,John C. Ralph,,,,,
06N5767,06N5767,243007027,fluidigm,Feather,CA,Junction City,40.69333,-122.856,Migrant,PNW,mixture,2006,SEP,14,John C. Ralph,,,,,
06N5776,06N5776,227062143,fluidigm,Feather,CA,Junction City,40.69333,-122.856,Migrant,PNW,mixture,2006,SEP,14,John C. Ralph,,,,,
06N5391,06N5391,227062127,fluidigm,Feather,CA,Junction City,40.6575,-122.96,Migrant,PNW,mixture,2006,SEP,7,John C. Ralph,,,,,
06N5392,06N5392,227062126,fluidigm,Feather,CA,Junction City,40.6575,-122.96,Migrant,PNW,mixture,2006,SEP,7,John C. Ralph,,,,,
06N5663,06N5663,227062138,fluidigm,Feather,CA,Junction City,40.74528,-123.066,Migrant,PNW,mixture,2006,SEP,11,John C. Ralph,,,,,
06N5665,06N5665,227062137,fluidigm,Feather,CA,Junction City,40.74528,-123.066,Migrant,PNW,mixture,2006,SEP,11,John C. Ralph,,,,,
06N5666,06N5666,227062136,fluidigm,Feather,CA,Junction City,40.74528,-123.066,Migrant,PNW,mixture,2006,SEP,11,John C. Ralph,,,,,
07N33946,07N33946,246022129,fluidigm,Feather,CA,Junction City,40.74528,-123.066,Migrant,PNW,mixture,2007,SEP,14,John C. Ralph,,,,,
06N5430,06N5430,227062128,fluidigm,Feather,CA,Lewiston,40.72083,-122.804,Migrant,PNW,mixture,2006,SEP,8,John C. Ralph,,,,,
06N5757,06N5757,227062141,fluidigm,Feather,CA,Lewiston,40.72083,-122.804,Migrant,PNW,mixture,2006,SEP,13,John C. Ralph,,,,,
06N5760,06N5760,227062142,fluidigm,Feather,CA,Lewiston,40.72083,-122.804,Migrant,PNW,mixture,2006,SEP,13,John C. Ralph,,,,,
06N5396,06N5396,227062135,fluidigm,Feather,CA,Merced,37.08,-121.021,Migrant,PNW,mixture,2006,SEP,9,John C. Ralph,,,,,
06N5397,06N5397,227062130,fluidigm,Feather,CA,Merced,37.08,-121.021,Migrant,PNW,mixture,2006,SEP,9,John C. Ralph,,,,,
06N4831,06N4831,234002149,fluidigm,Feather,CA,Orleans,41.29306,-123.547,Migrant,PNW,mixture,2004,SEP,23,Josee Rousseau,,,,,
06N4817,06N4817,23400251,fluidigm,Feather,CA,Orleans,41.25972,-123.605,Migrant,PNW,mixture,2004,SEP,24,Josee Rousseau,,,,,
08N18189,08N18189,252083749,fluidigm,Feather,CA,Santa Nella,37.08,-121.022,Migrant,PNW,mixture,2008,JUN,9,Lara Sparks,,,,,
08N18193,08N18193,252083752,fluidigm,Feather,CA,Santa Nella,37.08,-121.022,Migrant,PNW,mixture,2008,JUN,9,Lara Sparks,,,,,
15N2069,15N2069,263021731,fluidigm,Feather,CA,El Portal,37.79472,-119.864,Migrant,PNW,mixture,2015,AUG,1,Lauren Helton,,,,,
12N3180,12N3180,256083928,fluidigm,Feather,CA,Orleans,41.29583,-123.558,Migrant,PNW,mixture,2012,AUG,26,Linda Long,,,,,
10N0134,10N0134,256082127,fluidigm,Feather,CA,Orleans,41.25972,-123.605,Migrant,PNW,mixture,2010,SEP,1,Linda Long,,,,,
07N33945,07N33945,246022128,fluidigm,Feather,CA,Junction City,40.74528,-123.066,Migrant,PNW,mixture,2007,SEP,14,NA,,,,,
08N30613,08N30613,217070798,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2008,AUG,23,Robert Frey,,,,,
08N30618,08N30618,217070800,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2008,AUG,24,Robert Frey,,,,,
08N30619,08N30619,217070799,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2008,AUG,24,Robert Frey,,,,,
12N2248,12N2248,264099761,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2012,SEP,12,Robert Frey,,,,,
06N1833,06N1833,244087239,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2006,AUG,23,ROBERT I. FREY,,,,,
06N3239,06N3239,244087335,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2006,AUG,23,ROBERT I. FREY,,,,,
06N3240,06N3240,244087334,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2006,AUG,23,ROBERT I. FREY,,,,,
06N3242,06N3242,244087331,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2006,AUG,23,ROBERT I. FREY,,,,,
06N3241,06N3241,2440-87329,fluidigm,Feather,CA,Doris,42.025556,-122.100278,Migrant,PNW,mixture,2006,AUG,23,ROBERT I. FREY,,,,,
06N2066,06N2066,244087353,fluidigm,Feather,CA,Doris,42.02556,-122.1,Migrant,PNW,mixture,2006,SEP,8,ROBERT I. FREY,,,,,
12N0716,12N0716,232088281,fluidigm,Feather,CA,El Portal,37.79472,-119.864,Migrant,PNW,mixture,2012,AUG,1,Ron Taylor,,,,,
06N25270,06N25270,220011871,fluidigm,Feather,CA,Seiad Valley,41.84333,-123.21,Migrant,PNW,mixture,2006,AUG,23,Sam Cuenca,,,,,
06N25284,06N25284,220011867,fluidigm,Feather,CA,Seiad Valley,41.84333,-123.21,Migrant,PNW,mixture,2006,AUG,23,Sam Cuenca,,,,,
06N25285,06N25285,220011873,fluidigm,Feather,CA,Seiad Valley,41.84333,-123.21,Migrant,PNW,mixture,2006,AUG,23,Sam Cuenca,,,,,
06N25290,06N25290,220011869,fluidigm,Feather,CA,Seiad Valley,41.84333,-123.21,Migrant,PNW,mixture,2006,AUG,23,Sam Cuenca,,,,,
06N25292,06N25292,220011874,fluidigm,Feather,CA,Seiad Valley,41.84333,-123.21,Migrant,PNW,mixture,2006,AUG,23,Sam Cuenca,,,,,
06N25300,06N25300,220011868,fluidigm,Feather,CA,Seiad Valley,41.84333,-123.21,Migrant,PNW,mixture,2006,AUG,23,Sam Cuenca,,,,,
06N33849,06N33849,220011876,fluidigm,Feather,CA,Seiad Valley,41.84333,-123.21,Migrant,PNW,mixture,2006,AUG,23,Sam Cuenca,,,,,
06N33850,06N33850,220011875,fluidigm,Feather,CA,Seiad Valley,41.84333,-123.21,Migrant,PNW,mixture,2006,AUG,23,Sam Cuenca,,,,,
07N30569,07N30569,246096311,fluidigm,Feather,MT,Stevensville,46.58111,-114.063,Migrant,PNW,mixture,2007,AUG,9,Deborah Goslin,,,,,
08N1524,08N1524,251020622,fluidigm,Feather,OR,Ashland,41.638,-122.108,Migrant,PNW,mixture,2008,SEP,2,0,,,,,
08N15447,08N15447,232007129,fluidigm,Feather,OR,Marion Forks,44.37083,-122.016,Migrant,PNW,mixture,2008,JUL,31,"Corissa Crowder, Juan Carlos Valarezo",,,,,
06N2126,06N2126,237042396,fluidigm,Feather,OR,Wilderville,42.45083,-123.669,Migrant,PNW,mixture,2006,SEP,6,DENNIS VROMAN,,,,,
06N2435,06N2435,224087846,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,14,IBP MAPS,,,,,
06N2436,06N2436,244087845,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,14,IBP MAPS,,,,,
06N2437,06N2437,244087848,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,14,IBP MAPS,,,,,
06N3326,06N3326,244087840,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,14,IBP MAPS,,,,,
06N3460,06N3460,244048775,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,21,IBP MAPS,,,,,
06N3494,06N3494,244048783,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,21,IBP MAPS,,,,,
06N3495,06N3495,244048782,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,21,IBP MAPS,,,,,
06N3496,06N3496,244048776,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,21,IBP MAPS,,,,,
06N3497,06N3497,244048780,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,21,IBP MAPS,,,,,
06N3498,06N3498,244048778,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,21,IBP MAPS,,,,,
06N3499,06N3499,244048781,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,21,IBP MAPS,,,,,
06N3121,06N3121,246025012,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,SEP,25,IBP MAPS,,,,,
06N32764,06N32764,237042383,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2006,AUG,11,John Alexander/Bob Frey,,,,,
06N32887,06N32887,244087347,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2006,AUG,26,John Alexander/Bob Frey,,,,,
06N32888,06N32888,244087348,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2006,AUG,26,John Alexander/Bob Frey,,,,,
06N32827,06N32827,244087851,fluidigm,Feather,OR,Klamath,42.705,-122.074,Migrant,PNW,mixture,2006,AUG,19,John Alexander/Bob Frey,,,,,
06N21751,06N21751,244087842,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,6,John Alexander/Bob Frey,,,,,
06N21759,06N21759,244087843,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,14,John Alexander/Bob Frey,,,,,
06N21765,06N21765,224087847,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2006,AUG,14,John Alexander/Bob Frey,,,,,
06N21780,06N21780,2440-87840,fluidigm,Feather,OR,Merlin,42.490278,-123.48,Migrant,PNW,mixture,2006,AUG,14,John Alexander/Bob Frey,,,,,
07N35537,07N35537,251020613,fluidigm,Feather,OR,Klammath Falls,42.42917,-122.058,Migrant,PNW,mixture,2007,SEP,17,John Alexander/Bob Frey,,,,,
07N35724,07N35724,251020213,fluidigm,Feather,OR,Merlin,42.49028,-123.48,Migrant,PNW,mixture,2007,SEP,17,John Alexander/Bob Frey,,,,,
09N21434,09N21434,251052971,fluidigm,Feather,OR,Fort Klammath,42.705,-122.074,Migrant,PNW,mixture,2009,AUG,11,Klanath Bird Observatory,,,,,
09N21443,09N21443,251052976,fluidigm,Feather,OR,Fort Klammath,42.705,-122.074,Migrant,PNW,mixture,2009,AUG,13,Klanath Bird Observatory,,,,,
09N21449,09N21449,251052977,fluidigm,Feather,OR,Fort Klammath,42.705,-122.074,Migrant,PNW,mixture,2009,AUG,14,Klanath Bird Observatory,,,,,
08N30560,08N30560,251052614,fluidigm,Feather,OR,"18 mi W of Grants Pass, Rouge River-Siskiyou NF",42.0155,-124.863,Migrant,PNW,mixture,2008,AUG,24,Robert Frey,,,,,
14N1651,14N1651,272092096,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2014,AUG,22,Robert Frey,,,,,
15N1552,15N1552,275077317,fluidigm,Feather,OR,Ashland,42.19972,-122.691,Migrant,PNW,mixture,2015,AUG,15,Robert Frey,,,,,
