indiv,Field No.,Band No.,Screen,Sample_type,State,Loc,Lat,Long,Stage,Assignment,Collection.Location,Year,Month,Day,Collector.y,final-map-label,fluidigm_genotyped,rad_genotyped,sub_state,fract_missing_loci
1740-91798,,,RAD,,OR,Malheur NWR,42.8333,-118.8667,Breeding,,INW,1998,7,10,Eben Paxton,10,FALSE,TRUE,OR,0.021978022
1740-91800,,,RAD,,OR,Malheur NWR,42.8333,-118.8667,Breeding,,INW,1998,7,10,Eben Paxton,10,FALSE,TRUE,OR,0.043956044
1710-20503,,,fluidigm,,WY,Fall Creek,43.3394,-110.81,Breeding,,INW,1998,7,13,Eben Paxton,11,TRUE,FALSE,NA,0.031914894
1710-20504,,,fluidigm,,WY,Fall Creek,43.3394,-110.81,Breeding,,INW,1998,7,13,Eben Paxton,11,TRUE,FALSE,NA,0.017730496
1710-20505,,,fluidigm,,WY,Fall Creek,43.3394,-110.81,Breeding,,INW,1998,7,13,Eben Paxton,11,TRUE,FALSE,NA,0.021276596
1710-46316,,,fluidigm,,NM,Shiprock,36.8667,-108.7767,Breeding,,INW,1998,7,24,Eben Paxton,12,TRUE,FALSE,NA,0.014184397
1710-46317,,,fluidigm,,NM,Shiprock,36.8667,-108.7767,Breeding,,INW,1998,7,24,Eben Paxton,12,TRUE,FALSE,NA,0.017730496
1740-91687,,,fluidigm,,NM,Tierra Azul,36.3042,-105.5733,Breeding,,INW,,NA,,Eben Paxton,12,TRUE,FALSE,NA,0.067375887
1740-91688,,,fluidigm,,NM,Tierra Azul,36.3042,-105.5733,Breeding,,INW,1998,7,9,Eben Paxton,12,TRUE,FALSE,NA,0.007092199
1740-91691,,,fluidigm,,NM,Tierra Azul,36.3042,-105.5733,Breeding,,INW,1998,7,10,Eben Paxton,12,TRUE,FALSE,NA,0.010638298
1590-97226,,,fluidigm,,NM,Zuni/Nutria Diversion Reservoi,35.2354,-108.64,Breeding,,INW,1997,6,15,Eben Paxton,12,TRUE,FALSE,NA,0.010638298
1590-97227,,,fluidigm,,NM,Zuni/Nutria Diversion Reservoi,35.2354,-108.64,Breeding,,INW,1997,6,15,Eben Paxton,12,TRUE,FALSE,NA,0.035460993
1590-97229,,,fluidigm,,NM,Zuni/Nutria Diversion Reservoi,35.2354,-108.64,Breeding,,INW,1997,6,15,Eben Paxton,12,TRUE,FALSE,NA,0.010638298
1590-97230,,,fluidigm,,NM,Zuni/Nutria Diversion Reservoi,35.2354,-108.64,Breeding,,INW,1997,6,16,Eben Paxton,12,TRUE,FALSE,NA,0.010638298
1590-97361,,,fluidigm,,NM,Zuni/Nutria Diversion Reservoi,35.2354,-108.64,Breeding,,INW,1997,7,2,Eben Paxton,12,TRUE,FALSE,NA,0.021276596
1590-97362,,,fluidigm,,NM,Zuni/Nutria Diversion Reservoi,35.2354,-108.64,Breeding,,INW,1997,7,2,Eben Paxton,12,TRUE,FALSE,NA,0.017730496
1590-97363,,,fluidigm,,NM,Zuni/Nutria Diversion Reservoi,35.2354,-108.64,Breeding,,INW,1997,7,2,Eben Paxton,12,TRUE,FALSE,NA,0.017730496
1590-97364,,,fluidigm,,NM,Zuni/Nutria Diversion Reservoi,35.2354,-108.64,Breeding,,INW,1997,7,2,Eben Paxton,12,TRUE,FALSE,NA,0.014184397
1590-97399,,,fluidigm,,UT,Logan Canyon,41.928,-111.5602,Breeding,,INW,1998,7,10,Eben Paxton,13,TRUE,FALSE,NA,0.017730496
1740-91934,,,fluidigm,,UT,Logan Canyon,41.928,-111.5602,Breeding,,INW,1998,7,10,Eben Paxton,13,TRUE,FALSE,NA,0.017730496
1740-91935,,,fluidigm,,UT,Logan Canyon,41.928,-111.5602,Breeding,,INW,1998,7,10,Eben Paxton,13,TRUE,FALSE,NA,0.014184397
1740-91936,,,fluidigm,,UT,Logan Canyon,41.928,-111.5602,Breeding,,INW,1998,7,10,Eben Paxton,13,TRUE,FALSE,NA,0.017730496
1740-91938,,,fluidigm,,UT,Logan Canyon,41.928,-111.5602,Breeding,,INW,1998,7,10,Eben Paxton,13,TRUE,FALSE,NA,0.017730496
1590-97385,,,fluidigm,,UT,Logan River,41.7205,-111.8837,Breeding,,INW,1998,6,19,Eben Paxton,13,TRUE,FALSE,NA,0.017730496
1740-91910,,,fluidigm,,UT,Logan River,41.74,-111.79,Breeding,,INW,1998,6,19,Eben Paxton,13,TRUE,FALSE,NA,0.010638298
1740-91912,,,fluidigm,,UT,Logan River,41.74,-111.79,Breeding,,INW,1998,6,19,Eben Paxton,13,TRUE,FALSE,NA,0.021276596
1740-91907,,,fluidigm,,UT,Spring Creek WMA,41.7198,-111.9349,Breeding,,INW,1998,6,18,Eben Paxton,13,TRUE,FALSE,NA,0.017730496
1740-91908,,,fluidigm,,UT,Spring Creek WMA,41.7198,-111.9349,Breeding,,INW,1998,6,18,Eben Paxton,13,TRUE,FALSE,NA,0.017730496
1590-97384,,,fluidigm,,UT,Little Bear River,41.7191,-111.9438,Breeding,,INW,1998,6,18,Eben Paxton,13,TRUE,FALSE,NA,0.014184397
1740-91915,,,fluidigm,,UT,Lost Creek,41.19,-111.39,Breeding,,INW,1998,6,25,Eben Paxton,13,TRUE,FALSE,NA,0.021276596
1590-97395,,,fluidigm,,UT,Stewart Lake,40.3462,-109.3588,Breeding,,INW,1998,7,1,Eben Paxton,14,TRUE,FALSE,NA,0.010638298
1740-91925,,,fluidigm,,UT,Stewart Lake,40.3462,-109.3588,Breeding,,INW,1998,7,1,Eben Paxton,14,TRUE,FALSE,NA,0.014184397
1740-91926,,,fluidigm,,UT,Stewart Lake,40.3462,-109.3588,Breeding,,INW,1998,7,1,Eben Paxton,14,TRUE,FALSE,NA,0.014184397
1740-51822,,,fluidigm,,UT,White River Confluence to the Green River,40.6725,-109.68,Breeding,,INW,2001,6,30,Eben Paxton,14,TRUE,TRUE,NA,0.039007092
1590-97436,,,fluidigm,,CO,White River Confluence to the Green River,37.4307,-105.79,Breeding,,INW,1997,6,24,Eben Paxton,14,TRUE,FALSE,NA,0.028368794
1740-91927,,,fluidigm,,UT,Uinta River,40.5943,-110.125,Breeding,,INW,1998,7,1,Eben Paxton,14,TRUE,FALSE,NA,0.014184397
1740-51823,,,RAD,,UT,White River Confluence to the Green River,40.6725,-109.6767,Breeding,,INW,2001,6,30,Eben Paxton,14,FALSE,TRUE,UT,0
1740-51824,,,RAD,,UT,White River Confluence to the Green River,40.6725,-109.6767,Breeding,,INW,2001,6,30,Eben Paxton,14,FALSE,TRUE,UT,0.016483516
1740-51825,,,RAD,,UT,White River Confluence to the Green River,40.6725,-109.6767,Breeding,,INW,2001,6,30,Eben Paxton,14,FALSE,TRUE,UT,0.021978022
1740-51826,,,RAD,,UT,White River Confluence to the Green River,40.6725,-109.6767,Breeding,,INW,2001,6,30,Eben Paxton,14,FALSE,TRUE,UT,0.027472527
1740-51827,,,RAD,,UT,White River Confluence to the Green River,40.6725,-109.6767,Breeding,,INW,2001,6,30,Eben Paxton,14,FALSE,TRUE,UT,0.005494505
1740-51828,,,RAD,,UT,White River Confluence to the Green River,40.6725,-109.6767,Breeding,,INW,2001,6,30,Eben Paxton,14,FALSE,TRUE,UT,0.005494505
1590-97389,,,fluidigm,,UT,East Canyon Reservoir,40.8744,-111.583,Breeding,,INW,1998,6,26,Eben Paxton,15,TRUE,FALSE,NA,0.017730496
1740-91904,,,fluidigm,,UT,East Canyon Reservoir,40.908097,-111.592028,Breeding,,INW,1998,6,13,Eben Paxton,15,TRUE,FALSE,NA,0.014184397
1740-91905,,,fluidigm,,UT,East Canyon Reservoir,40.908097,-111.592028,Breeding,,INW,1998,6,13,Eben Paxton,15,TRUE,FALSE,NA,0.017730496
1740-91906,,,fluidigm,,UT,East Canyon Reservoir,40.908097,-111.592028,Breeding,,INW,1998,6,13,Eben Paxton,15,TRUE,FALSE,NA,0.017730496
1740-91917,,,fluidigm,,UT,East Canyon Reservoir,40.908097,-111.592028,Breeding,,INW,1998,6,26,Eben Paxton,15,TRUE,FALSE,NA,0.014184397
1590-97396,,,fluidigm,,UT,Strawberry River,40.3468,-111.2271,Breeding,,INW,1998,7,2,Eben Paxton,15,TRUE,FALSE,NA,0.014184397
1590-97397,,,fluidigm,,UT,Strawberry River,40.3468,-111.2271,Breeding,,INW,1998,7,2,Eben Paxton,15,TRUE,FALSE,NA,0.017730496
1590-97398,,,fluidigm,,UT,Strawberry River,40.3468,-111.2271,Breeding,,INW,1998,7,2,Eben Paxton,15,TRUE,FALSE,NA,0.010638298
1740-91928,,,fluidigm,,UT,Strawberry River,40.3468,-111.2271,Breeding,,INW,1998,7,2,Eben Paxton,15,TRUE,FALSE,NA,0.017730496
1740-91929,,,fluidigm,,UT,Strawberry River,40.3468,-111.2271,Breeding,,INW,1998,7,2,Eben Paxton,15,TRUE,FALSE,NA,0.021276596
1740-91930,,,fluidigm,,UT,Provo River Parkway,40.2367,-111.7183,Breeding,,INW,1998,7,9,Eben Paxton,15,TRUE,FALSE,NA,0.014184397
1740-91931,,,fluidigm,,UT,Provo River Parkway,40.2367,-111.7183,Breeding,,INW,1998,7,9,Eben Paxton,15,TRUE,FALSE,NA,0.010638298
1740-91933,,,fluidigm,,UT,Provo River Parkway,40.2367,-111.7183,Breeding,,INW,1998,7,9,Eben Paxton,15,TRUE,FALSE,NA,0.010638298
1740-51764,,,fluidigm,,UT,Fish Creek,39.7751,-111.2,Breeding,,INW,2002,7,13,Eben Paxton,15,TRUE,TRUE,NA,0.031914894
1590-97390,,,RAD,,UT,Fish Creek,39.7751,-111.2035,Breeding,,INW,1998,6,27,Eben Paxton,15,FALSE,TRUE,UT,0.038461538
1590-97391,,,RAD,,UT,Fish Creek,39.7751,-111.2035,Breeding,,INW,1998,6,27,Eben Paxton,15,FALSE,TRUE,UT,0.049450549
1590-97392,,,RAD,,UT,Fish Creek,39.7751,-111.2035,Breeding,,INW,1998,6,28,Eben Paxton,15,FALSE,TRUE,UT,0.010989011
1590-97393,,,RAD,,UT,Fish Creek,39.7751,-111.2035,Breeding,,INW,1998,6,28,Eben Paxton,15,FALSE,TRUE,UT,0.027472527
1740-51646,,,RAD,,UT,Fish Creek,39.7751,-111.2035,Breeding,,INW,2002,7,15,Eben Paxton,15,FALSE,TRUE,UT,0.027472527
1740-51684,,,RAD,,UT,Fish Creek,39.7751,-111.2035,Breeding,,INW,2002,7,7,Eben Paxton,15,FALSE,TRUE,UT,0
1740-51686,,,RAD,,UT,Fish Creek,39.7751,-111.2035,Breeding,,INW,2002,7,8,Eben Paxton,15,FALSE,TRUE,UT,0.016483516
1740-51687,,,RAD,,UT,Fish Creek,39.7751,-111.2035,Breeding,,INW,2002,7,8,Eben Paxton,15,FALSE,TRUE,UT,0.142857143
1740-91921,,,RAD,,UT,Fish Creek,39.7751,-111.2035,Breeding,,INW,1998,6,28,Eben Paxton,15,FALSE,TRUE,UT,0
1740-91922,,,RAD,,UT,Fish Creek,39.7751,-111.2035,Breeding,,INW,1998,6,28,Eben Paxton,15,FALSE,TRUE,UT,0.016483516
1740-91923,,,RAD,,UT,Fish Creek,39.7751,-111.2035,Breeding,,INW,1998,6,28,Eben Paxton,15,FALSE,TRUE,UT,0.054945055
1590-97470,,,fluidigm,,UT,Fish Lake,38.6931,-111.6785,Breeding,,INW,1997,7,25,Eben Paxton,16,TRUE,FALSE,NA,0.024822695
1590-97471,,,fluidigm,,UT,Fish Lake,38.6931,-111.6785,Breeding,,INW,1997,7,26,Eben Paxton,16,TRUE,FALSE,NA,0.014184397
1740-91953,,,fluidigm,,UT,Mill Meadow Reservoir,38.4862,-111.574,Breeding,,INW,1998,7,19,Eben Paxton,16,TRUE,FALSE,NA,0.04964539
1740-91951,,,fluidigm,,UT,Fremont River,38.3077,-111.512,Breeding,,INW,1998,7,18,Eben Paxton,16,TRUE,FALSE,NA,0.017730496
1740-91952,,,fluidigm,,UT,Fremont River,38.3077,-111.512,Breeding,,INW,1998,7,18,Eben Paxton,16,TRUE,FALSE,NA,0.017730496
1590-97465,,,fluidigm,,CO,Arapahoe National Wildlife Ref,40.6167,-106.2833,Breeding,,INW,1997,7,17,Eben Paxton,17,TRUE,FALSE,NA,0.014184397
1590-97466,,,fluidigm,,CO,Arapahoe National Wildlife Ref,40.6167,-106.2833,Breeding,,INW,1997,7,17,Eben Paxton,17,TRUE,FALSE,NA,0.021276596
1590-97467,,,fluidigm,,CO,Arapahoe National Wildlife Ref,40.6167,-106.2833,Breeding,,INW,1997,7,17,Eben Paxton,17,TRUE,FALSE,NA,0.021276596
1590-97469,,,fluidigm,,CO,Arapahoe National Wildlife Ref,40.6167,-106.2833,Breeding,,INW,1997,7,18,Eben Paxton,17,TRUE,FALSE,NA,0.024822695
1590-97422,,,fluidigm,,CO,Rio Blanco Lake,40.0883,-108.2119,Breeding,,INW,1997,6,13,Eben Paxton,17,TRUE,FALSE,NA,0.014184397
1590-97423,,,fluidigm,,CO,Rio Blanco Lake,40.0883,-108.2119,Breeding,,INW,1997,6,13,Eben Paxton,17,TRUE,FALSE,NA,0.010638298
1590-97424,,,fluidigm,,CO,Rio Blanco Lake,40.0883,-108.2119,Breeding,,INW,1997,6,13,Eben Paxton,17,TRUE,FALSE,NA,0.010638298
1590-97425,,,fluidigm,,CO,Rio Blanco Lake,40.0883,-108.2119,Breeding,,INW,1997,6,13,Eben Paxton,17,TRUE,FALSE,NA,0.010638298
1590-97427,,,fluidigm,,CO,Rio Blanco Lake,40.0883,-108.2119,Breeding,,INW,1997,6,13,Eben Paxton,17,TRUE,FALSE,NA,0.010638298
1590-97432,,,fluidigm,,CO,Rio Blanco Lake,40.0883,-108.2119,Breeding,,INW,1997,6,16,Eben Paxton,17,TRUE,FALSE,NA,0.014184397
1590-97433,,,fluidigm,,CO,Rio Blanco Lake,40.0883,-108.2119,Breeding,,INW,1997,6,16,Eben Paxton,17,TRUE,FALSE,NA,0.014184397
1590-97416,,,fluidigm,,CO,Lake Avery,39.9717,-107.6467,Breeding,,INW,1997,6,12,Eben Paxton,17,TRUE,FALSE,NA,0.017730496
1590-97417,,,fluidigm,,CO,White River at Buford,39.95,-107.7,Breeding,,INW,1997,6,12,Eben Paxton,17,TRUE,FALSE,NA,0.017730496
1590-97418,,,fluidigm,,CO,White River at Buford,39.95,-107.7,Breeding,,INW,1997,6,12,Eben Paxton,17,TRUE,FALSE,NA,0.014184397
1740-91649,,,fluidigm,,CO,Colorado River at Silt,39.5412,-107.6969,Breeding,,INW,1996,7,29,Eben Paxton,17,TRUE,FALSE,NA,0.014184397
1740-91650,,,fluidigm,,CO,Colorado River at Silt,39.5412,-107.6969,Breeding,,INW,1996,7,29,Eben Paxton,17,TRUE,FALSE,NA,0.024822695
1590-97430,,,fluidigm,,CO,Homestake Creek,39.4667,-106.3667,Breeding,,INW,1997,6,14,Eben Paxton,17,TRUE,FALSE,NA,0.017730496
1590-97431,,,fluidigm,,CO,Homestake Creek,39.4667,-106.3667,Breeding,,INW,1997,6,14,Eben Paxton,17,TRUE,FALSE,NA,0.017730496
1740-91763,,,fluidigm,,CO,Homestake Creek,39.4667,-106.3667,Breeding,,INW,1996,7,31,Eben Paxton,17,TRUE,FALSE,NA,0.021276596
1740-91764,,,fluidigm,,CO,Homestake Creek,39.4667,-106.3667,Breeding,,INW,1996,7,31,Eben Paxton,17,TRUE,FALSE,NA,0.028368794
1740-91765,,,fluidigm,,CO,Homestake Creek,39.4667,-106.3667,Breeding,,INW,1996,7,31,Eben Paxton,17,TRUE,FALSE,NA,0.017730496
1740-91776,,,fluidigm,,CO,Homestake Creek,39.4667,-106.3667,Breeding,,INW,1996,7,31,Eben Paxton,17,TRUE,FALSE,NA,0.035460993
1590-97463,,,fluidigm,,CO,Vega Reservoir,39.225,-107.8083,Breeding,,INW,1997,7,12,Eben Paxton,17,TRUE,FALSE,NA,0.014184397
1590-97464,,,fluidigm,,CO,Vega Reservoir,39.225,-107.8083,Breeding,,INW,1997,7,13,Eben Paxton,17,TRUE,FALSE,NA,0.010638298
1740-91762,,,fluidigm,,CO,Gothic,38.9461,-106.9878,Breeding,,INW,1996,7,29,Eben Paxton,17,TRUE,FALSE,NA,0.017730496
1590-97403,,,fluidigm,,CO,Escalante State Wildlife Area,38.7563,-108.1565,Breeding,,INW,1997,5,24,Eben Paxton,17,TRUE,FALSE,NA,0.017730496
1590-97413,,,fluidigm,,CO,Escalante State Wildlife Area,38.7563,-108.1565,Breeding,,INW,1997,6,11,Eben Paxton,17,TRUE,FALSE,NA,0.017730496
1740-91641,,,fluidigm,,CO,Escalante State Wildlife Area,38.7563,-108.1565,Breeding,,INW,1996,7,27,Eben Paxton,17,TRUE,FALSE,NA,0.017730496
1740-91642,,,fluidigm,,CO,Escalante State Wildlife Area,38.7563,-108.1565,Breeding,,INW,1996,7,28,Eben Paxton,17,TRUE,FALSE,NA,0.014184397
1740-91643,,,fluidigm,,CO,Escalante State Wildlife Area,38.7563,-108.1565,Breeding,,INW,1996,7,28,Eben Paxton,17,TRUE,FALSE,NA,0.021276596
1740-91644,,,fluidigm,,CO,Escalante State Wildlife Area,38.7563,-108.1565,Breeding,,INW,1996,7,28,Eben Paxton,17,TRUE,FALSE,NA,0.021276596
1740-91645,,,fluidigm,,CO,Escalante State Wildlife Area,38.7563,-108.1565,Breeding,,INW,1996,7,28,Eben Paxton,17,TRUE,FALSE,NA,0.017730496
1590-97410,,,fluidigm,,CO,Clear Creek,37.7917,-108.2356,Breeding,,INW,1997,6,2,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
1590-97411,,,fluidigm,,CO,Clear Creek,37.7917,-108.2356,Breeding,,INW,1997,6,2,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
1590-97448,,,fluidigm,,CO,Clear Creek,37.7917,-108.2356,Breeding,,INW,1997,6,28,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
1590-97451,,,fluidigm,,CO,Clear Creek,37.7917,-108.2356,Breeding,,INW,1997,6,28,Eben Paxton,18,TRUE,FALSE,NA,0.017730496
1590-97457,,,fluidigm,,CO,Clear Creek,37.7917,-108.2356,Breeding,,INW,1997,7,1,Eben Paxton,18,TRUE,FALSE,NA,0.031914894
1590-97458,,,fluidigm,,CO,Clear Creek,37.7917,-108.2356,Breeding,,INW,1997,7,1,Eben Paxton,18,TRUE,FALSE,NA,0.021276596
1590-97460,,,fluidigm,,CO,Clear Creek,37.7917,-108.2356,Breeding,,INW,1997,7,1,Eben Paxton,18,TRUE,FALSE,NA,0.017730496
1740-91638,,,fluidigm,,CO,Clear Creek,37.7917,-108.2356,Breeding,,INW,1996,7,25,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
1590-97412,,,fluidigm,,CO,Beaver Creek,37.6836,-108.3781,Breeding,,INW,1997,6,3,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
1590-97452,,,fluidigm,,CO,Beaver Creek,37.6836,-108.3781,Breeding,,INW,1997,6,29,Eben Paxton,18,TRUE,FALSE,NA,0.024822695
1590-97453,,,fluidigm,,CO,Beaver Creek,37.6836,-108.3781,Breeding,,INW,1997,6,29,Eben Paxton,18,TRUE,FALSE,NA,0.021276596
1590-97454,,,fluidigm,,CO,Beaver Creek,37.6836,-108.3781,Breeding,,INW,1997,6,29,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
1590-97455,,,fluidigm,,CO,Beaver Creek,37.6836,-108.3781,Breeding,,INW,1997,6,30,Eben Paxton,18,TRUE,FALSE,NA,0.017730496
1740-91640,,,fluidigm,,CO,Beaver Creek,37.6836,-108.3781,Breeding,,INW,1996,7,26,Eben Paxton,18,TRUE,FALSE,NA,0.017730496
2350-24112,,,fluidigm,,CO,Higel State Wildlife Area,37.5,-106,Breeding,,INW,2004,6,14,Eben Paxton,18,TRUE,FALSE,NA,0.017730496
2350-24115,,,fluidigm,,CO,Higel State Wildlife Area,37.5,-106,Breeding,,INW,2004,6,14,Eben Paxton,18,TRUE,FALSE,NA,0.017730496
2350-24116,,,fluidigm,,CO,Higel State Wildlife Area,37.5,-106,Breeding,,INW,2004,6,14,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
2350-24117,,,fluidigm,,CO,Higel State Wildlife Area,37.5,-106,Breeding,,INW,2004,6,14,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
1710-20640,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.79,Breeding,,INW,1998,6,23,Eben Paxton,18,TRUE,FALSE,NA,0.035460993
1740-91748,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.79,Breeding,,INW,1996,7,25,Eben Paxton,18,TRUE,FALSE,NA,0.028368794
1740-91749,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.79,Breeding,,INW,1996,7,25,Eben Paxton,18,TRUE,FALSE,NA,0.031914894
1740-91750,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.79,Breeding,,INW,1996,7,25,Eben Paxton,18,TRUE,FALSE,NA,0.031914894
1590-97407,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.7896,Breeding,,INW,1997,6,1,Eben Paxton,18,TRUE,FALSE,NA,0.028368794
1590-97409,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.7896,Breeding,,INW,1997,6,1,Eben Paxton,18,TRUE,FALSE,NA,0.024822695
1590-97437,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.7896,Breeding,,INW,1997,6,24,Eben Paxton,18,TRUE,FALSE,NA,0.021276596
1590-97439,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.7896,Breeding,,INW,1997,6,25,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
1590-97441,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.7896,Breeding,,INW,1997,6,25,Eben Paxton,18,TRUE,FALSE,NA,0.017730496
1590-97442,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.7896,Breeding,,INW,1997,6,25,Eben Paxton,18,TRUE,FALSE,NA,0.021276596
1710-20639,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.7896,Breeding,,INW,1998,6,23,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
1740-91746,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.4307,-105.7896,Breeding,,INW,1996,7,25,Eben Paxton,18,TRUE,FALSE,NA,0.035460993
2350-24107,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.5,-106,Breeding,,INW,2004,6,14,Eben Paxton,18,TRUE,FALSE,NA,0.010638298
2350-24109,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.5,-106,Breeding,,INW,2004,6,14,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
2350-24118,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.5,-106,Breeding,,INW,2004,6,13,Eben Paxton,18,TRUE,FALSE,NA,0.010638298
2350-24120,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.5,-106,Breeding,,INW,2004,6,13,Eben Paxton,18,TRUE,FALSE,NA,0.010638298
2350-24122,,,fluidigm,,CO,Alamosa National Wildlife Refuge,37.5,-106,Breeding,,INW,2004,6,13,Eben Paxton,18,TRUE,FALSE,NA,0.010638298
1590-97461,,,fluidigm,,CO,McIntyre Springs,37.2833,-105.8167,Breeding,,INW,1997,7,9,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
1590-97446,,,fluidigm,,CO,McIntire Springs,37.2833,-105.8167,Breeding,,INW,1997,6,27,Eben Paxton,18,TRUE,FALSE,NA,0.017730496
1590-97447,,,fluidigm,,CO,McIntire Springs,37.2833,-105.8167,Breeding,,INW,1997,6,27,Eben Paxton,18,TRUE,FALSE,NA,0.017730496
2350-24201,,,fluidigm,,CO,Southern Ute Reservation,37.121417,-107.592353,Breeding,,INW,,NA,,Eben Paxton,18,TRUE,FALSE,NA,0.010638298
2350-24224,,,fluidigm,,CO,Southern Ute Reservation,37.121417,-107.592353,Breeding,,INW,,NA,,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
2350-24225,,,fluidigm,,CO,Southern Ute Reservation,37.121417,-107.592353,Breeding,,INW,2004,8,1,Eben Paxton,18,TRUE,FALSE,NA,0.010638298
2350-24226,,,fluidigm,,CO,Southern Ute Reservation,37.121417,-107.592353,Breeding,,INW,2004,7,19,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
2350-24227,,,fluidigm,,CO,Southern Ute Reservation,37.121417,-107.592353,Breeding,,INW,2004,7,6,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
2350-24228,,,fluidigm,,CO,Southern Ute Reservation,37.121417,-107.592353,Breeding,,INW,2004,7,31,Eben Paxton,18,TRUE,FALSE,NA,0.014184397
1590-97342,,,fluidigm,,AZ,Lower Colorado River,36.0503,-114.7331,Breeding,,SSW,1997,6,17,Eben Paxton,19,TRUE,FALSE,NA,0.010638298
1590-97343,,,fluidigm,,AZ,Lower Colorado River,36.0503,-114.7331,Breeding,,SSW,1997,6,18,Eben Paxton,19,TRUE,FALSE,NA,0.014184397
1590-97344,,,fluidigm,,AZ,Lower Colorado River,36.0503,-114.7331,Breeding,,SSW,1997,6,18,Eben Paxton,19,TRUE,FALSE,NA,0.031914894
1710-20638,,,fluidigm,,AZ,Lower Colorado River,36.0503,-114.7331,Breeding,,SSW,1998,7,1,Eben Paxton,19,TRUE,FALSE,NA,0.017730496
2140-66628,,,fluidigm,,AZ,Lower Colorado River,36.0503,-114.7331,Breeding,,SSW,1998,7,8,Eben Paxton,19,TRUE,FALSE,NA,0.010638298
1590-97233,,,fluidigm,,AZ,Camp Verde,34.5583,-111.84,Breeding,,SSW,1997,6,23,Eben Paxton,20,TRUE,FALSE,NA,0.010638298
1590-97235,,,fluidigm,,AZ,Camp Verde,34.5583,-111.84,Breeding,,SSW,1997,6,23,Eben Paxton,20,TRUE,FALSE,NA,0.010638298
1590-97322,,,fluidigm,,AZ,Camp Verde,34.5583,-111.84,Breeding,,SSW,1997,6,5,Eben Paxton,20,TRUE,FALSE,NA,0.007092199
1590-97324,,,fluidigm,,AZ,Camp Verde,34.5583,-111.84,Breeding,,SSW,1997,6,5,Eben Paxton,20,TRUE,FALSE,NA,0.017730496
1740-91501,,,fluidigm,,AZ,Camp Verde,34.5583,-111.84,Breeding,,SSW,1996,5,28,Eben Paxton,20,TRUE,FALSE,NA,0.010638298
1740-91504,,,fluidigm,,AZ,Camp Verde,34.5583,-111.84,Breeding,,SSW,1996,5,28,Eben Paxton,20,TRUE,FALSE,NA,0.017730496
1740-91526,,,fluidigm,,AZ,Camp Verde,34.5583,-111.84,Breeding,,SSW,1996,6,29,Eben Paxton,20,TRUE,FALSE,NA,0.007092199
1740-91685,,,fluidigm,,AZ,Camp Verde,34.5583,-111.84,Breeding,,SSW,1998,6,28,Eben Paxton,20,TRUE,FALSE,NA,0.010638298
2290-24257,,,fluidigm,,AZ,Camp Verde,34.5583,-111.84,Breeding,,SSW,1997,6,5,Eben Paxton,20,TRUE,FALSE,NA,0.010638298
1590-97220,,,fluidigm,,AZ,Camp Verde,34.5583,-111.8417,Breeding,,SSW,1997,6,8,Eben Paxton,20,TRUE,FALSE,NA,0.017730496
1590-97234,,,fluidigm,,AZ,Camp Verde,34.5583,-111.8417,Breeding,,SSW,1997,6,23,Eben Paxton,20,TRUE,FALSE,NA,0.014184397
1590-97323,,,fluidigm,,AZ,Camp Verde,34.5583,-111.8417,Breeding,,SSW,1997,6,5,Eben Paxton,20,TRUE,FALSE,NA,0.014184397
1590-97326,,,fluidigm,,AZ,Camp Verde,34.5583,-111.8417,Breeding,,SSW,1997,6,5,Eben Paxton,20,TRUE,FALSE,NA,0.014184397
